record_id,title,language,mobile_category,record_type,citation_url,is_accepted,quality_score,quality_flags,rejection_reason,has_price,has_quota,has_code,has_terms,has_benefits,content_length
235aa981d6e09499a25c752c22a8903d8623b39dc398b09fdd54accf93df67e6,Tazbeet 46,en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.96,scrapling_static_fetch,,True,True,True,False,False,570
5519e3052c06ae34a504ad9cc0621b65f18fbd2e44b7d3a428578c8920b9f523,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.86,scrapling_static_fetch,,False,True,True,False,False,526
7e1ed6f615392ed908a647197a65605e71e307dfdb13f0e334a765bdf630b5b5,"1,250 MB and 300 minutes",en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.86,scrapling_static_fetch,,False,True,True,False,False,481
b632a3ca73f7748116e71407519875e7c0ca6739aa081042cd362eb47cda97b2,Tazbeet 58,en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.96,scrapling_static_fetch,,True,True,True,False,False,570
93dc95440af48714292d4027fbc187498f62b4fccbc8a56b4bb1d8d34104f9e7,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.86,scrapling_static_fetch,,False,True,True,False,False,526
3a27b9c8e28ee4ac45272afd269a23d8afe55eb598da53b0092a66877bfaa049,"2,250 MB and 400 minutes",en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.86,scrapling_static_fetch,,False,True,True,False,False,481
073c2656371222163b9524ddbae6afd0968bfe06d159eb91b3ee6929d34fc60a,Tazbeet 105,en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.96,scrapling_static_fetch,,True,True,True,False,False,575
6083807ea2e3f011537cbc44f673ae270396a086d65a041ff82bac6497d2a741,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.86,scrapling_static_fetch,,False,True,True,False,False,528
4df4eae062724e777f490d5f138e4390786335f37f932c73fbcf1b645fd0292f,"5,250 MB and 500 minutes",en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.86,scrapling_static_fetch,,False,True,True,False,False,483
75b0f18a1c793c93fd0ee58257e3b5e958152ccaf51ec68ab6ea1c36ad28219a,Tazbeet 165,en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.96,scrapling_static_fetch,,True,True,True,False,False,577
3a63533c28ec2a94a2a914bc58160e9f63e5fc1c10b5e3632811cd603a6cc202,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.86,scrapling_static_fetch,,False,True,True,False,False,530
17dbd74d504785d4582561201e718f7fe02aade299faf747e3fb8e74784adf9a,"11,250 MB and 600 minutes",en,control_plans,plan,https://te.eg/en/personal/mobile/control-tazbeet,True,0.86,scrapling_static_fetch,,False,True,True,False,False,486
e0e9c100ceb2ef0d6e887d56f6a4b5b292f88dd250bec4f95be6480aefc0ab20,"WE Super KIX Plans | Calls, Internet & Control Mobile Packages in Egypt",en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,1.0,scrapling_static_fetch,,True,True,True,False,True,1553
114812678dfc030a6f9d5d49d2159087c2bf756de299206dd53a951b760b7614,Super Kix 29,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.96,scrapling_static_fetch,,True,True,True,False,False,621
b02612bdc6fd7d37a9328b5fe8e580bc6760d6641e23b65ad215a8742df88b29,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,573
5fdd0517749d4e60b3690d68757c7df22db6ee00466c2ae14fbfc0c718dcd401,750 Kix,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,511
263540f7c06291e970f73d05d95e5e8a7b3282c17d6ce30252e40721a1cfe029,Super Kix 37,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.96,scrapling_static_fetch,,True,True,True,False,False,622
dc522d939e6b1e60203ebc89e756c7042c97a493a00ff0b5728c3b2909eef062,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,574
29805a7ec774c2a5244d71bb98462921579bd992736db64a1c681ecbd67e3276,"1,000 Kix",en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,514
582385737b8e21fa569709c277acf3544a48cb0e304ef7a30c26ec80004588ef,Super Kix 52,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.96,scrapling_static_fetch,,True,True,True,False,False,622
e474b74e9e66aeeaee5d884e178fd904d1744fe1d7a7ca13f5f13c50664a13f4,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,574
cb52123a877e462c38b4b2c4c69ff206dec81cd3c9bbc83ed32bb47a755b1984,"1,800 Kix",en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,514
9a7c6787d812a20a5c2058badcbad3db115da64995235cb063e5cfd9b8de9089,Super Kix 69,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.96,scrapling_static_fetch,,True,True,True,False,False,731
44c7b88f78ffb0b16cf3c7c1b0a4fc1c0d6455aa66da15c65d3976a857e0d9a6,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,683
72f0fb4fd9bbca9829257be085ae97e383943c3a064a1f5de50568b0346299b3,"2,800 kix",en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,623
252954611a62bb4f125e8b163a1329e92a21b981d1e8024a5134145c0a9f7f24,Super Kix 98,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.96,scrapling_static_fetch,,True,True,True,False,False,731
fb2ac7cb015b8f3dcb803073010d4d8b2085a595e8063119d578520580acb631,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,683
b4d8a70cde7079d526fd986649f8a307ddce2dfe9c16d691fac91441c05d3f1c,"4,200 kix",en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,623
3f41161261b633ab1f5655314a1e1c2a7ad48e43e526c525ea57c5fec7fc9ac4,Super Kix 120,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.96,scrapling_static_fetch,,True,True,True,False,False,736
63c10fd628818f6967218c667b095842490d82248fd5613ff4002cc29bc7e219,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,685
421d0de620739eefb8f0dbbcb2c042eafd52685346ab3dc170289bc903365ae6,"5,500 kix",en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,625
fe9bd2a4270111cc3c9e3e85e65a8794f6cdccb4e8d0e3b80f72e7bc972abd9e,Super Kix 150,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.96,scrapling_static_fetch,,True,True,True,False,False,736
9d474427874fe0e0bbb8383b4f4e911a3272f8121a5b228a466bd723cee1cf7c,Add to compare,en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,685
3cc52f3c96c6b1da7b8b68b8aeb1fdf3bed2b3215f043ddbabfff312eecb7b3b,"6,500 kix",en,control_plans,plan,https://te.eg/en/personal/mobile/control/super-kix,True,0.86,scrapling_static_fetch,,False,True,True,False,False,625
b67f5a56124ee68a74ec772f4439e5d6f29466caa3c8bf2963b2a766d4a5cadf,We Club 58,en,control_plans,terms,https://te.eg/en/web/guest/w/we-club-50,True,1.0,scrapling_static_fetch,,True,True,True,False,True,1528
4731a82760d7f6a7f6bc5d3ff7603fa1571250970cbb521eb365967fb5ea2f37,Mobile Internet,en,control_plans,plan,https://te.eg/en/web/guest/w/we-club-50,True,0.74,scrapling_static_fetch,,False,True,False,False,False,209
2e7ddda5f58463a87ec906edbc7c296a183c27254d42f14f939e1cb22954d0ac,Minutes to All Networks,en,control_plans,plan,https://te.eg/en/web/guest/w/we-club-50,True,0.64,scrapling_static_fetch,,False,False,False,False,False,193
7cb3be0582f268a358eb10760956789d413f868840cb32ec07c01197bf7bbe7f,Validity,en,control_plans,plan,https://te.eg/en/web/guest/w/we-club-50,True,0.64,scrapling_static_fetch,,False,False,False,False,False,143
54002cfdbb3830062092fc75c7db927d153c2235754c6fed8088bfd19a6e292a,Subscription fees,en,control_plans,plan,https://te.eg/en/web/guest/w/we-club-50,True,0.64,scrapling_static_fetch,,False,False,False,False,False,171
d5ef00a1a0bfb14805ef54614e325b0660e9224bff69a95523836f8f4a8e4143,Renewal,en,control_plans,plan,https://te.eg/en/web/guest/w/we-club-50,True,0.64,scrapling_static_fetch,,False,False,False,False,False,163
ceb70d57e5291500f50114dad416fabae4c21ed6a8fc99012a246fe01d90d5ee,Subscription Code,en,control_plans,plan,https://te.eg/en/web/guest/w/we-club-50,True,0.76,scrapling_static_fetch,,False,False,True,False,False,203
50b16955319ee19321185e35b8c9243c3f009818441d9cad4c9ee0490b47a09d,"WE Gold Plans | Premium Mobile Packages, Calls & Internet in Egypt",en,postpaid,terms,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.92,scrapling_static_fetch,,True,True,False,False,True,2351
e007345e6d1de5605b1877ba2f3e26f6a7176b27ea64c1106f93cfc46ed1cef6,WE Gold Tariff,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,293
6f04e2bec68b6b06de83274d31889cf46fdb4945618d3f4cd09ef6fc6c486e15,WE Gold 300,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,293
5c5f4b0cd2b0fec2e081ad5381aa3ffe8aa18d5b3b67e579b0d0b86f8176f781,WE Gold 600,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,293
102c76cdec769ef555df4c4adb0d72cf18186c8a47da696388ea43bb08ae3e2c,WE Gold 890,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,289
c438d9972a4f5579a459c429b40d1fd647b560e4b419a7eb5d054500179f2b99,WE Gold 1200,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,291
4f46eb9d463e510d6073adefda371ed615450fa7bcb56ff41232f0b0b24bd000,WE Gold 1500,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,291
ba5c93cb3aca3673a3f9948bb3b669ee63b68198c5a9f9462cadea09fefea8c8,WE Gold 2300,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,291
1ab09462859053259cfe6f4100ff003eaf086b5c99b1bc9f3c66bdecfb9ff6c5,300,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,268
e5a9c8aee7f75d3a4db07d0064bc93a020484f8f4afbace4586204cdb87c572e,Super 150GB,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.74,scrapling_static_fetch,,False,True,False,False,False,282
5a5041dfbdc4c959d87effb46e8c504172f9f7f28658814c962eda00654178c6,Super 200GB,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.74,scrapling_static_fetch,,False,True,False,False,False,278
a3ee58b1b8e11cfc7a27bb87d08b0796345b37bf94aa0c966a628c139bc9f4e3,Super 250GB,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.74,scrapling_static_fetch,,False,True,False,False,False,294
15fb2fb572df6fcdfd565a61f93a27239814c5133ceb0b0819766dc71ad0c273,Super 400GB,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.74,scrapling_static_fetch,,False,True,False,False,False,299
c4eb4f6a5963d3f5742d23876f6b4090e46d0df64a667321d3823802683f6052,Super 750GB,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.74,scrapling_static_fetch,,False,True,False,False,False,301
c1bb26aac9525131cc22821fe0c76298243ad1a7af49561120fe69c56b257423,Super 1500GB,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.74,scrapling_static_fetch,,False,True,False,False,False,284
55ddbb29b2644772c8c25d0c3c45fb32d26f7e6ba79cb1f72b1067a1ccfb1897,Sector,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,254
d226f7400e87d4945acef2621734510d07ce3ed8c8088478728ec129d1fd7830,New Cairo,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,274
80ccba19d628c75dcf95c6ab5f55c9bc3224114dc900f0cc29ab48f28f443123,New Cairo,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,267
0b3b2fd634951ffa4f059d5767b0a7c7a8b9931ae88f9a905ba4e87200bb20d7,Giza,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,250
ca090c4bc0792a0ee955a555e25969ad26d769f4fb3ae8061f3f4e8396f05ae9,Giza,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,253
8fd1b5f1114d2895f9220f631008df6e1c43d5e5cf7da0928a104b63a6a5ea94,Giza,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,254
9a1cc1381f19190c335930a88fe82d63f367fdc41474447d51e3982510ec758d,Giza,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,259
e9e6d5f2f35f7a8b31fdfcf0c6352ff2a137fa928b0ffb3c97d3f4ed9d9065d2,WE Gold 1500,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,280
03857c78905c3b80a0ec180cadc463c65723d5ff943ee159ec158106c9389914,WE Gold 2300,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.64,scrapling_static_fetch,,False,False,False,False,False,282
2944714137d29f037453e11e54967be0b79843b8ca83fc34b92ac56fe0ba0a21,300 EGP/month,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,680
e43d4075aeb705a5bb806efee3533f134d7f5ebe4365ca1e73a98a482a713aae,Add to compare,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,652
cb4e856bdae1033fc5de3c479a0b0c6755f6a22e076f3c9234f9eb0deb34e458,5.5 GB Mobile Internet,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,628
7b4e722a3d1e914ad8f4e88ccdb097247c53a14506ea3d2e5ab347ecb7a10f37,600 EGP/month,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,714
09e0ce14ebe2684f066c4fd14256f08db61c67da64d91f7ea944f7cdfc61453a,Add to compare,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,686
ba55395fa15c51393330fdc5c8ced1d5f35bc7ddd17a0f703360060576f1924c,20 GB Mobile Internet,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,661
217fd630e1e6e032be03320b9cf5b5835ff7e0d8bb9f422725b4c38a41de0e96,890 EGP/month,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,754
faee9b87daa9373ee51b5b6a8215b2d1960a5cca36a1cd2b9311797a7195b1d6,Add to compare,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,726
7cd155fc28bb104da8cfc4c17af27146b7bb513995b40e5560fd0b442876183c,30 GB Mobile Internet,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,701
2e4e7b57fc94883a73566b1d3166f50290c60f2e9bb5c67318f57e1fd8b64899,1200 EGP/month,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,767
b4ca35dfb1f3ec993a9fb0aa4854297bd302fe7450e2bee9bf316a32c7702c1a,Add to compare,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,736
c495302a8fac108c8304165c7905e285ccee2fde18a31482d42031fb723529ae,65 GB Mobile Internet,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,711
90fde42b83e666d82f893297d96837db1b4c11433b7ad1e0cde0148d4cb7a709,1500 EGP/month,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,796
d330a915b25bf891b18fe38ed6a6f7b0d48b39584b061bf5d7c7d66db1e6e29f,Add to compare,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,765
4edbbcabca7abb0dbdd10a4bf35f62cf20f73ef6f735bb8b912b7a497942607a,70 GB Mobile Internet,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,740
4d0caca0ca39f24d62b69e5e7ba39164dfb1aba141375313f684f795b52f8a79,2300 EGP/month,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,799
97989cce6cff1947e2e7319bd34fd2c23d3970e70f1bb66d11ceb199d4d9eb48,Add to compare,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,768
30f8eba7bb6c1f35e4f1cd36ac2b68ce9c7b50b870e306ccad24dedec24ac81c,130 GB Mobile Internet,en,postpaid,plan,https://te.eg/en/web/guest/personal/mobile/we-gold,True,0.84,scrapling_static_fetch,,True,True,False,False,False,744
eba88bbe0835a2704f2fb943e394420d64567e3665b77693812b5ea758617308,WE Nitro Prime Mobile Internet | Data Plans & Monthly Internet Packages in Egypt,en,mobile_internet,package,https://te.eg/en/personal/mobile/nitro-mobile-internet/prime,True,1.0,scrapling_static_fetch,,True,True,True,False,True,2224
e5dae14a7ee0424964cda470b44e47065fcc6366dc4fe69a3bdda9bcd8361b60,Nitro Prime 15,en,mobile_internet,package,https://te.eg/en/personal/mobile/nitro-mobile-internet/prime,True,0.96,scrapling_static_fetch,,True,True,True,False,False,594
b04a1e0ef81626648633dc0aff401ffd8a132b1a8d368648f0ee0b24e2e15145,Add to compare,en,mobile_internet,package,https://te.eg/en/personal/mobile/nitro-mobile-internet/prime,True,0.96,scrapling_static_fetch,,True,True,True,False,False,558
ab1584a06fdca70bf4777e96c6e1758b16fe73410b731116579adb5604ac82e9,781 MBs,en,mobile_internet,package,https://te.eg/en/personal/mobile/nitro-mobile-internet/prime,True,0.96,scrapling_static_fetch,,True,True,True,False,False,500
c5ee42d1b909c1840ee7bc393753be0a60b20f6afb397621bac9b9e9857b378d,Nitro Prime 29,en,mobile_internet,package,https://te.eg/en/personal/mobile/nitro-mobile-internet/prime,True,0.96,scrapling_static_fetch,,True,True,True,False,False,600
786972fab96a8727ee9278dcd1b41760d1d758577ed6591828f491faad5bc9aa,Add to compare,en,mobile_internet,package,https://te.eg/en/personal/mobile/nitro-mobile-internet/prime,True,0.96,scrapling_static_fetch,,True,True,True,False,False,564
5fb6766568f3aa33ea406e04a530e8edc28477661676556d29f5811843715c9f,"1,718 MBs",en,mobile_internet,package,https://te.eg/en/personal/mobile/nitro-mobile-internet/prime,True,0.96,scrapling_static_fetch,,True,True,True,False,False,508
5508d5940e956a6b554c7391d1a1b0c03b2a9603e62ee6cae4719b6981f74355,Nitro Prime 58,en,mobile_internet,package,https://te.eg/en/personal/mobile/nitro-mobile-internet/prime,True,0.96,scrapling_static_fetch,,True,True,True,False,False,600
cf49980fe11a42b7457946b6b0108d95e2cf0b8512892f2d35e36c9110300bf6,Add to compare,en,mobile_internet,package,https://te.eg/en/personal/mobile/nitro-mobile-internet/prime,True,0.96,scrapling_static_fetch,,True,True,True,False,False,564
